Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
Nr.;Punkt;X;Y;Z;mx;my;mxy;vx;vy;nx;ny;nxy
5522;1;-1.450;9.650;-3.775;-0.12;-0.10;0.00;0.04;-0.16;3.39;-13.61;0.38
5523;1;-1.450;9.750;-3.791;-0.12;-0.11;0.00;0.06;-0.16;3.59;-13.39;0.64
5524;1;-1.450;9.850;-3.807;-0.12;-0.12;0.00;0.08;-0.15;3.78;-13.16;0.94
5525;1;-1.450;9.950;-3.823;-0.11;-0.13;0.00;0.09;-0.15;3.96;-12.90;1.27
5526;1;-1.550;8.050;-3.545;0.07;0.04;0.05;-0.30;0.02;-6.15;-17.33;8.28
5527;1;-1.550;8.150;-3.560;0.05;0.04;0.04;-0.27;0.03;-4.32;-17.55;6.62
5528;1;-1.550;8.250;-3.576;0.03;0.04;0.04;-0.22;-0.03;-2.99;-17.58;5.25
5529;1;-1.550;8.350;-3.591;0.01;0.03;0.04;-0.20;-0.07;-2.03;-17.37;4.11
5530;1;-1.550;8.450;-3.606;-0.01;0.02;0.03;-0.19;-0.10;-1.22;-16.99;3.11
5531;1;-1.550;8.550;-3.622;-0.02;0.01;0.03;-0.18;-0.11;-0.51;-16.56;2.26
5532;1;-1.550;8.650;-3.637;-0.04;0.00;0.03;-0.17;-0.12;0.11;-16.13;1.55
5533;1;-1.550;8.750;-3.652;-0.05;-0.01;0.02;-0.16;-0.13;0.66;-15.72;0.98
5534;1;-1.550;8.850;-3.668;-0.06;-0.02;0.02;-0.14;-0.14;1.13;-15.33;0.53
5535;1;-1.550;8.950;-3.683;-0.07;-0.03;0.01;-0.12;-0.15;1.55;-14.99;0.19
5536;1;-1.550;9.050;-3.698;-0.08;-0.04;0.01;-0.10;-0.15;1.93;-14.69;-0.05
5537;1;-1.550;9.150;-3.714;-0.09;-0.05;0.01;-0.08;-0.16;2.29;-14.43;-0.19
5538;1;-1.550;9.250;-3.729;-0.10;-0.07;0.01;-0.06;-0.16;2.61;-14.20;-0.26
5539;1;-1.550;9.350;-3.744;-0.11;-0.08;0.00;-0.04;-0.16;2.91;-14.00;-0.24
5540;1;-1.550;9.450;-3.760;-0.11;-0.09;0.00;-0.02;-0.16;3.19;-13.82;-0.15
5541;1;-1.550;9.550;-3.775;-0.12;-0.10;0.00;0.00;-0.16;3.44;-13.65;0.01
5542;1;-1.550;9.650;-3.790;-0.12;-0.11;0.00;0.02;-0.16;3.67;-13.48;0.22
5543;1;-1.550;9.750;-3.805;-0.12;-0.12;0.00;0.04;-0.16;3.89;-13.30;0.49
5544;1;-1.550;9.850;-3.821;-0.12;-0.13;0.00;0.06;-0.15;4.11;-13.11;0.79
5545;1;-1.550;9.950;-3.836;-0.12;-0.14;0.00;0.07;-0.15;4.32;-12.89;1.13
5546;1;-1.650;8.050;-3.570;0.07;0.04;0.04;-0.24;-0.01;-5.24;-15.95;7.40
5547;1;-1.650;8.150;-3.585;0.05;0.04;0.04;-0.22;-0.02;-3.71;-16.17;5.97
5548;1;-1.650;8.250;-3.599;0.03;0.03;0.04;-0.19;-0.05;-2.61;-16.41;4.81
5549;1;-1.650;8.350;-3.614;0.02;0.03;0.03;-0.19;-0.09;-1.74;-16.40;3.77
5550;1;-1.650;8.450;-3.629;0.00;0.02;0.03;-0.19;-0.10;-0.98;-16.14;2.82
5551;1;-1.650;8.550;-3.643;-0.01;0.01;0.03;-0.19;-0.11;-0.31;-15.82;2.00
5552;1;-1.650;8.650;-3.658;-0.03;-0.01;0.02;-0.18;-0.12;0.28;-15.48;1.31
5553;1;-1.650;8.750;-3.673;-0.04;-0.02;0.02;-0.17;-0.13;0.79;-15.15;0.76
5554;1;-1.650;8.850;-3.687;-0.06;-0.03;0.02;-0.15;-0.14;1.25;-14.83;0.31
5555;1;-1.650;8.950;-3.702;-0.07;-0.04;0.01;-0.13;-0.15;1.68;-14.55;-0.02
5556;1;-1.650;9.050;-3.717;-0.08;-0.05;0.01;-0.11;-0.16;2.07;-14.31;-0.26
5557;1;-1.650;9.150;-3.731;-0.09;-0.06;0.01;-0.10;-0.16;2.44;-14.10;-0.41
5558;1;-1.650;9.250;-3.746;-0.10;-0.08;0.01;-0.08;-0.16;2.78;-13.91;-0.47
5559;1;-1.650;9.350;-3.761;-0.11;-0.09;0.01;-0.06;-0.16;3.10;-13.75;-0.45
5560;1;-1.650;9.450;-3.775;-0.12;-0.10;0.00;-0.04;-0.16;3.39;-13.61;-0.36
5561;1;-1.650;9.550;-3.790;-0.12;-0.11;0.00;-0.02;-0.16;3.67;-13.48;-0.21
5562;1;-1.650;9.650;-3.805;-0.13;-0.12;0.00;0.00;-0.16;3.93;-13.35;0.01
5563;1;-1.650;9.750;-3.820;-0.13;-0.13;0.00;0.02;-0.15;4.18;-13.21;0.27
5564;1;-1.650;9.850;-3.834;-0.13;-0.14;0.00;0.04;-0.15;4.43;-13.06;0.58
5565;1;-1.650;9.950;-3.849;-0.13;-0.15;0.00;0.06;-0.14;4.67;-12.88;0.93
5566;1;-1.750;8.050;-3.595;0.08;0.04;0.04;-0.19;-0.04;-4.47;-14.72;6.57
5567;1;-1.750;8.150;-3.609;0.06;0.04;0.04;-0.19;-0.07;-3.24;-15.02;5.35
5568;1;-1.750;8.250;-3.623;0.04;0.03;0.03;-0.20;-0.08;-2.29;-15.30;4.34
5569;1;-1.750;8.350;-3.637;0.02;0.02;0.03;-0.20;-0.09;-1.50;-15.42;3.39
5570;1;-1.750;8.450;-3.651;0.01;0.01;0.03;-0.20;-0.11;-0.79;-15.28;2.49
5571;1;-1.750;8.550;-3.665;-0.01;0.00;0.03;-0.20;-0.12;-0.16;-15.06;1.70
5572;1;-1.750;8.650;-3.679;-0.02;-0.01;0.02;-0.19;-0.13;0.40;-14.81;1.04
5573;1;-1.750;8.750;-3.693;-0.04;-0.03;0.02;-0.17;-0.14;0.90;-14.57;0.50
5574;1;-1.750;8.850;-3.707;-0.05;-0.04;0.02;-0.16;-0.15;1.36;-14.32;0.06
5575;1;-1.750;8.950;-3.721;-0.07;-0.05;0.01;-0.15;-0.15;1.79;-14.11;-0.27
5576;1;-1.750;9.050;-3.735;-0.08;-0.06;0.01;-0.13;-0.15;2.20;-13.92;-0.51
5577;1;-1.750;9.150;-3.749;-0.09;-0.07;0.01;-0.11;-0.16;2.58;-13.75;-0.66
5578;1;-1.750;9.250;-3.763;-0.10;-0.09;0.01;-0.10;-0.16;2.93;-13.61;-0.73
5579;1;-1.750;9.350;-3.777;-0.11;-0.10;0.01;-0.08;-0.16;3.27;-13.49;-0.71
5580;1;-1.750;9.450;-3.791;-0.12;-0.11;0.00;-0.06;-0.16;3.59;-13.39;-0.63
5581;1;-1.750;9.550;-3.805;-0.12;-0.12;0.00;-0.04;-0.16;3.89;-13.30;-0.47
5582;1;-1.750;9.650;-3.820;-0.13;-0.13;0.00;-0.02;-0.15;4.18;-13.21;-0.26
5583;1;-1.750;9.750;-3.834;-0.13;-0.14;0.00;0.00;-0.15;4.46;-13.12;0.01
5584;1;-1.750;9.850;-3.848;-0.13;-0.15;0.00;0.02;-0.15;4.74;-13.00;0.32
5585;1;-1.750;9.950;-3.862;-0.14;-0.16;0.00;0.04;-0.14;5.02;-12.86;0.67
5586;1;-1.850;8.050;-3.619;0.08;0.04;0.04;-0.15;-0.07;-3.89;-13.63;5.81
5587;1;-1.850;8.150;-3.633;0.06;0.03;0.03;-0.18;-0.09;-2.88;-14.02;4.78
5588;1;-1.850;8.250;-3.646;0.05;0.03;0.03;-0.19;-0.10;-2.05;-14.27;3.85
5589;1;-1.850;8.350;-3.660;0.03;0.01;0.03;-0.20;-0.10;-1.32;-14.46;2.98
5590;1;-1.850;8.450;-3.673;0.01;0.00;0.03;-0.20;-0.11;-0.65;-14.42;2.13
5591;1;-1.850;8.550;-3.686;0.00;-0.01;0.02;-0.20;-0.12;-0.05;-14.29;1.38
5592;1;-1.850;8.650;-3.700;-0.02;-0.02;0.02;-0.19;-0.13;0.49;-14.13;0.74
5593;1;-1.850;8.750;-3.713;-0.03;-0.03;0.02;-0.18;-0.14;0.98;-13.96;0.21
5594;1;-1.850;8.850;-3.727;-0.05;-0.05;0.02;-0.17;-0.15;1.45;-13.80;-0.23
5595;1;-1.850;8.950;-3.740;-0.06;-0.06;0.01;-0.16;-0.15;1.89;-13.64;-0.56
5596;1;-1.850;9.050;-3.754;-0.07;-0.07;0.01;-0.14;-0.15;2.31;-13.50;-0.80
5597;1;-1.850;9.150;-3.767;-0.09;-0.08;0.01;-0.13;-0.15;2.70;-13.39;-0.95
5598;1;-1.850;9.250;-3.780;-0.10;-0.10;0.01;-0.11;-0.15;3.07;-13.29;-1.02
5599;1;-1.850;9.350;-3.794;-0.11;-0.11;0.01;-0.09;-0.15;3.43;-13.22;-1.01
5600;1;-1.850;9.450;-3.807;-0.12;-0.12;0.00;-0.08;-0.15;3.78;-13.16;-0.93
5601;1;-1.850;9.550;-3.821;-0.12;-0.13;0.00;-0.06;-0.15;4.11;-13.11;-0.78
5602;1;-1.850;9.650;-3.834;-0.13;-0.14;0.00;-0.04;-0.15;4.43;-13.06;-0.57
5603;1;-1.850;9.750;-3.848;-0.13;-0.15;0.00;-0.02;-0.15;4.74;-13.00;-0.30
5604;1;-1.850;9.850;-3.861;-0.14;-0.16;0.00;0.00;-0.14;5.05;-12.93;0.01
5605;1;-1.850;9.950;-3.875;-0.14;-0.17;0.00;0.02;-0.13;5.35;-12.82;0.36
5606;1;-1.950;8.050;-3.644;0.08;0.04;0.04;-0.14;-0.10;-3.44;-12.69;5.12
5607;1;-1.950;8.150;-3.657;0.07;0.03;0.03;-0.16;-0.11;-2.60;-13.10;4.23
5608;1;-1.950;8.250;-3.670;0.05;0.02;0.03;-0.18;-0.12;-1.85;-13.33;3.37
5609;1;-1.950;8.350;-3.682;0.04;0.01;0.02;-0.20;-0.12;-1.18;-13.53;2.55
5610;1;-1.950;8.450;-3.695;0.02;0.00;0.02;-0.20;-0.13;-0.54;-13.56;1.76
5611;1;-1.950;8.550;-3.708;0.01;-0.02;0.02;-0.19;-0.13;0.04;-13.52;1.04
5612;1;-1.950;8.650;-3.721;-0.01;-0.03;0.02;-0.19;-0.14;0.57;-13.44;0.41
5613;1;-1.950;8.750;-3.734;-0.03;-0.04;0.02;-0.19;-0.14;1.07;-13.34;-0.11
5614;1;-1.950;8.850;-3.746;-0.04;-0.06;0.01;-0.18;-0.14;1.54;-13.24;-0.54
5615;1;-1.950;8.950;-3.759;-0.05;-0.07;0.01;-0.17;-0.15;1.99;-13.14;-0.87
5616;1;-1.950;9.050;-3.772;-0.07;-0.08;0.01;-0.15;-0.15;2.41;-13.06;-1.11
5617;1;-1.950;9.150;-3.785;-0.08;-0.09;0.01;-0.14;-0.15;2.82;-12.99;-1.27
5618;1;-1.950;9.250;-3.798;-0.09;-0.10;0.01;-0.13;-0.15;3.22;-12.95;-1.34
5619;1;-1.950;9.350;-3.810;-0.10;-0.12;0.01;-0.11;-0.15;3.60;-12.92;-1.34
5620;1;-1.950;9.450;-3.823;-0.11;-0.13;0.00;-0.09;-0.15;3.97;-12.90;-1.26
5621;1;-1.950;9.550;-3.836;-0.12;-0.14;0.00;-0.07;-0.15;4.32;-12.89;-1.12
5622;1;-1.950;9.650;-3.849;-0.13;-0.15;0.00;-0.06;-0.14;4.67;-12.88;-0.91
5623;1;-1.950;9.750;-3.862;-0.14;-0.16;0.00;-0.04;-0.14;5.02;-12.86;-0.65
5624;1;-1.950;9.850;-3.875;-0.14;-0.17;0.00;-0.02;-0.13;5.35;-12.82;-0.34
5625;1;-1.950;9.950;-3.887;-0.14;-0.18;0.00;0.00;-0.12;5.69;-12.75;0.01
5626;1;-0.200;10.200;-3.723;0.06;0.01;-0.02;0.12;-0.16;-1.68;-11.15;-2.65
5627;1;-0.200;10.600;-3.818;0.03;-0.04;0.00;-0.03;-0.23;0.29;-8.17;-1.50
5628;1;-0.200;11.000;-3.912;-0.04;-0.10;0.02;-0.26;-0.19;6.73;-5.23;-1.33
5629;1;-0.200;11.400;-4.008;-0.10;-0.12;0.02;-0.42;0.02;20.70;-2.32;-1.69
5630;1;-0.200;11.800;-4.102;-0.14;-0.04;0.01;-0.33;0.18;41.93;-0.32;-1.20
5631;1;-0.600;10.200;-3.767;0.01;-0.05;-0.01;0.18;-0.14;0.60;-11.60;0.14
5632;1;-0.600;10.600;-3.852;0.02;-0.09;0.01;0.11;-0.13;2.44;-8.36;1.08
5633;1;-0.600;11.000;-3.938;0.01;-0.11;0.03;0.01;-0.06;8.40;-4.96;0.97
5634;1;-0.600;11.400;-4.023;-0.02;-0.09;0.04;-0.09;0.06;20.72;-1.97;-0.06
5635;1;-0.600;11.800;-4.108;-0.04;-0.03;0.04;-0.12;0.09;39.81;-0.24;-0.65
5636;1;-1.000;10.200;-3.813;-0.05;-0.10;0.00;0.18;-0.13;2.55;-11.76;1.79
5637;1;-1.000;10.600;-3.888;-0.03;-0.13;0.01;0.17;-0.08;4.34;-9.03;2.67
5638;1;-1.000;11.000;-3.963;-0.02;-0.13;0.03;0.13;0.01;9.44;-5.68;2.42
5639;1;-1.000;11.400;-4.037;-0.02;-0.08;0.05;0.07;0.10;19.78;-2.40;1.03
5640;1;-1.000;11.800;-4.113;-0.03;-0.02;0.05;0.02;0.09;36.56;-0.31;-0.23
5641;1;-1.400;10.200;-3.858;-0.10;-0.14;0.00;0.14;-0.12;4.30;-12.00;2.17
5642;1;-1.400;10.600;-3.922;-0.08;-0.16;0.01;0.17;-0.06;6.01;-9.77;3.23
5643;1;-1.400;11.000;-3.987;-0.06;-0.15;0.04;0.17;0.05;10.09;-6.51;3.23
5644;1;-1.400;11.400;-4.052;-0.05;-0.09;0.05;0.13;0.13;18.29;-2.91;1.91
5645;1;-1.400;11.800;-4.117;-0.06;-0.02;0.05;0.08;0.10;32.41;-0.39;0.24
5646;1;-1.800;10.200;-3.902;-0.14;-0.18;0.00;0.07;-0.11;5.93;-12.30;1.46
5647;1;-1.800;10.600;-3.957;-0.13;-0.19;0.01;0.13;-0.03;7.61;-10.55;2.88
5648;1;-1.800;11.000;-4.012;-0.11;-0.17;0.04;0.16;0.07;10.64;-7.43;3.44
5649;1;-1.800;11.400;-4.068;-0.09;-0.10;0.06;0.14;0.16;16.53;-3.50;2.57
5650;1;-1.800;11.800;-4.122;-0.09;-0.02;0.05;0.08;0.11;27.46;-0.48;0.69
5651;1;-2.200;8.200;-3.723;0.06;0.01;0.02;-0.13;-0.16;-1.67;-11.14;2.65
5652;1;-2.200;8.600;-3.767;0.01;-0.05;0.01;-0.18;-0.14;0.60;-11.59;-0.13
5653;1;-2.200;9.000;-3.813;-0.05;-0.10;0.00;-0.18;-0.13;2.55;-11.75;-1.80
5654;1;-2.200;9.400;-3.858;-0.10;-0.14;0.00;-0.14;-0.13;4.30;-11.99;-2.17
5655;1;-2.200;9.800;-3.902;-0.14;-0.18;0.00;-0.07;-0.11;5.93;-12.30;-1.47
5656;1;-2.200;10.200;-3.948;-0.15;-0.21;0.00;0.00;-0.07;7.51;-12.23;-0.01
5657;1;-2.200;10.600;-3.993;-0.15;-0.21;0.01;0.07;0.01;9.16;-11.06;1.74
5658;1;-2.200;11.000;-4.037;-0.13;-0.18;0.03;0.11;0.11;11.20;-8.28;3.01
5659;1;-2.200;11.400;-4.082;-0.12;-0.11;0.05;0.10;0.19;14.67;-4.17;2.91
5660;1;-2.200;11.800;-4.128;-0.11;-0.02;0.05;0.04;0.12;21.87;-0.61;1.11
5661;1;-2.600;8.200;-3.818;0.03;-0.04;0.00;0.03;-0.23;0.29;-8.17;1.50
5662;1;-2.600;8.600;-3.852;0.02;-0.09;-0.01;-0.11;-0.13;2.44;-8.35;-1.08
5663;1;-2.600;9.000;-3.888;-0.03;-0.13;-0.01;-0.17;-0.08;4.34;-9.02;-2.67
5664;1;-2.600;9.400;-3.922;-0.08;-0.16;-0.01;-0.17;-0.06;6.01;-9.76;-3.24
5665;1;-2.600;9.800;-3.957;-0.13;-0.19;-0.01;-0.13;-0.03;7.60;-10.55;-2.89
5666;1;-2.600;10.200;-3.993;-0.15;-0.21;-0.01;-0.07;0.01;9.15;-11.06;-1.75
5667;1;-2.600;10.600;-4.028;-0.15;-0.22;0.00;0.00;0.07;10.56;-10.66;-0.01
5668;1;-2.600;11.000;-4.063;-0.13;-0.18;0.02;0.05;0.15;11.68;-8.60;1.84
5669;1;-2.600;11.400;-4.097;-0.11;-0.11;0.05;0.04;0.21;12.80;-4.75;2.75
5670;1;-2.600;11.800;-4.133;-0.11;-0.02;0.05;-0.02;0.13;15.90;-0.76;1.45
5671;1;-3.000;8.200;-3.912;-0.04;-0.10;-0.02;0.26;-0.19;6.72;-5.22;1.32
5672;1;-3.000;8.600;-3.938;0.01;-0.11;-0.03;-0.01;-0.06;8.40;-4.95;-0.97
5673;1;-3.000;9.000;-3.963;-0.02;-0.13;-0.03;-0.13;0.01;9.44;-5.67;-2.42
5674;1;-3.000;9.400;-3.987;-0.06;-0.15;-0.04;-0.17;0.05;10.08;-6.50;-3.23
5675;1;-3.000;9.800;-4.012;-0.11;-0.17;-0.04;-0.16;0.08;10.63;-7.42;-3.45
5676;1;-3.000;10.200;-4.037;-0.13;-0.18;-0.03;-0.11;0.11;11.19;-8.27;-3.02
5677;1;-3.000;10.600;-4.063;-0.13;-0.18;-0.02;-0.05;0.15;11.67;-8.60;-1.85
5678;1;-3.000;11.000;-4.088;-0.11;-0.16;0.00;0.00;0.21;11.69;-7.66;-0.01
5679;1;-3.000;11.400;-4.113;-0.08;-0.10;0.03;-0.01;0.23;10.85;-4.79;1.79
5680;1;-3.000;11.800;-4.137;-0.08;-0.02;0.04;-0.08;0.13;10.05;-0.88;1.52
5681;1;-3.400;8.200;-4.008;-0.10;-0.12;-0.02;0.42;0.02;20.68;-2.31;1.69
5682;1;-3.400;8.600;-4.023;-0.02;-0.09;-0.04;0.08;0.06;20.72;-1.96;0.06
5683;1;-3.400;9.000;-4.037;-0.02;-0.08;-0.05;-0.07;0.10;19.78;-2.39;-1.03
5684;1;-3.400;9.400;-4.052;-0.05;-0.09;-0.05;-0.14;0.13;18.28;-2.91;-1.91
5685;1;-3.400;9.800;-4.068;-0.09;-0.10;-0.06;-0.14;0.16;16.51;-3.50;-2.57
5686;1;-3.400;10.200;-4.082;-0.12;-0.11;-0.05;-0.10;0.19;14.65;-4.17;-2.92
5687;1;-3.400;10.600;-4.097;-0.11;-0.11;-0.05;-0.04;0.21;12.78;-4.75;-2.76
5688;1;-3.400;11.000;-4.113;-0.08;-0.10;-0.03;0.01;0.23;10.85;-4.79;-1.79
5689;1;-3.400;11.400;-4.128;-0.04;-0.07;0.00;0.00;0.23;8.41;-3.57;0.00
5690;1;-3.400;11.800;-4.142;-0.02;-0.02;0.02;-0.09;0.12;5.03;-0.83;1.04
5691;1;-3.800;8.200;-4.102;-0.14;-0.04;-0.01;0.33;0.18;41.91;-0.32;1.20
5692;1;-3.800;8.600;-4.108;-0.04;-0.03;-0.04;0.12;0.09;39.80;-0.24;0.66
5693;1;-3.800;9.000;-4.113;-0.03;-0.02;-0.05;-0.02;0.09;36.55;-0.31;0.23
5694;1;-3.800;9.400;-4.117;-0.06;-0.02;-0.05;-0.08;0.10;32.40;-0.39;-0.23
5695;1;-3.800;9.800;-4.122;-0.09;-0.02;-0.05;-0.08;0.11;27.44;-0.49;-0.69
5696;1;-3.800;10.200;-4.128;-0.11;-0.02;-0.05;-0.04;0.13;21.85;-0.62;-1.11
5697;1;-3.800;10.600;-4.133;-0.11;-0.02;-0.05;0.02;0.13;15.89;-0.77;-1.45
5698;1;-3.800;11.000;-4.137;-0.07;-0.02;-0.04;0.08;0.13;10.03;-0.89;-1.53
5699;1;-3.800;11.400;-4.142;-0.02;-0.02;-0.02;0.09;0.12;5.02;-0.84;-1.04
5700;1;-3.800;11.800;-4.148;0.01;-0.01;0.00;0.00;0.06;1.35;-0.21;0.00
5701;1;8.050;7.950;-3.175;-7.35;-4.40;-0.02;0.21;-33.38;-47.82;-110.29;-0.21
5702;1;8.050;7.850;-3.200;-4.33;-2.81;0.67;-18.38;-20.53;-50.00;-80.48;-19.77
5703;1;8.050;7.750;-3.224;-2.79;-1.90;0.41;-11.72;-8.14;-43.21;-58.83;-18.59
5704;1;8.050;7.650;-3.249;-1.79;-1.30;0.05;-7.96;-3.97;-37.05;-48.84;-18.73
5705;1;8.050;7.550;-3.274;-1.05;-0.87;-0.20;-5.64;-2.29;-31.87;-42.68;-18.89
5706;1;8.050;7.450;-3.298;-0.62;-0.58;-0.29;-4.21;-1.49;-27.66;-38.44;-18.58
5707;1;8.050;7.350;-3.323;-0.35;-0.38;-0.32;-3.26;-1.09;-24.18;-35.24;-17.93
5708;1;8.050;7.250;-3.348;-0.18;-0.25;-0.30;-2.59;-0.86;-21.20;-32.63;-17.01
5709;1;8.050;7.150;-3.372;-0.07;-0.16;-0.26;-2.09;-0.71;-18.58;-30.34;-15.90
5710;1;8.050;7.050;-3.397;-0.01;-0.09;-0.21;-1.68;-0.58;-16.21;-28.22;-14.68
5711;1;8.050;6.950;-3.422;0.03;-0.04;-0.16;-1.34;-0.46;-14.02;-26.16;-13.40
5712;1;8.050;6.850;-3.446;0.06;-0.01;-0.12;-1.05;-0.34;-12.00;-24.12;-12.10
5713;1;8.050;6.750;-3.471;0.07;0.02;-0.09;-0.81;-0.24;-10.12;-22.05;-10.83
5714;1;8.050;6.650;-3.496;0.07;0.03;-0.07;-0.58;-0.18;-8.44;-19.97;-9.69
5715;1;8.050;6.550;-3.520;0.07;0.04;-0.05;-0.38;-0.10;-7.03;-18.03;-8.71
5716;1;8.050;6.450;-3.545;0.08;0.04;-0.04;-0.30;-0.01;-5.92;-16.39;-7.79
5717;1;8.050;6.350;-3.570;0.08;0.04;-0.04;-0.24;0.01;-5.04;-15.00;-6.94
5718;1;8.050;6.250;-3.595;0.08;0.04;-0.03;-0.18;0.04;-4.31;-13.77;-6.15
5719;1;8.050;6.150;-3.619;0.08;0.04;-0.03;-0.15;0.07;-3.76;-12.68;-5.43
5720;1;8.050;6.050;-3.644;0.08;0.04;-0.03;-0.13;0.10;-3.34;-11.74;-4.78
5721;1;8.150;7.950;-3.200;-4.39;-2.95;-0.58;18.59;-21.41;-49.99;-80.93;19.63
5722;1;8.150;7.850;-3.224;-4.15;-1.84;0.01;-0.25;-14.67;-37.00;-71.36;-0.11
5723;1;8.150;7.750;-3.248;-3.07;-1.29;0.16;-4.50;-8.10;-32.12;-58.33;-9.01
5724;1;8.150;7.650;-3.272;-1.93;-0.88;0.03;-4.40;-4.43;-27.74;-47.95;-12.03
5725;1;8.150;7.550;-3.296;-1.20;-0.59;-0.10;-3.65;-2.57;-23.84;-41.15;-13.11
5726;1;8.150;7.450;-3.320;-0.74;-0.39;-0.18;-2.95;-1.61;-20.54;-36.52;-13.36
5727;1;8.150;7.350;-3.344;-0.45;-0.24;-0.20;-2.38;-1.09;-17.71;-33.12;-13.08
5728;1;8.150;7.250;-3.368;-0.26;-0.15;-0.20;-1.91;-0.78;-15.28;-30.48;-12.47
5729;1;8.150;7.150;-3.392;-0.14;-0.08;-0.17;-1.53;-0.59;-13.17;-28.29;-11.67
5730;1;8.150;7.050;-3.416;-0.06;-0.04;-0.14;-1.21;-0.45;-11.30;-26.37;-10.79
5731;1;8.150;6.950;-3.440;-0.02;-0.01;-0.11;-0.93;-0.34;-9.65;-24.62;-9.90
5732;1;8.150;6.850;-3.464;0.01;0.02;-0.09;-0.72;-0.24;-8.19;-23.02;-9.05
5733;1;8.150;6.750;-3.488;0.03;0.03;-0.07;-0.57;-0.15;-6.92;-21.51;-8.27
5734;1;8.150;6.650;-3.512;0.04;0.04;-0.06;-0.40;-0.10;-5.86;-19.97;-7.59
5735;1;8.150;6.550;-3.536;0.05;0.04;-0.05;-0.30;-0.07;-4.96;-18.41;-6.91
5736;1;8.150;6.450;-3.560;0.05;0.04;-0.04;-0.28;-0.02;-4.17;-16.84;-6.28
5737;1;8.150;6.350;-3.585;0.06;0.04;-0.03;-0.22;0.03;-3.58;-15.44;-5.65
5738;1;8.150;6.250;-3.609;0.06;0.04;-0.03;-0.19;0.07;-3.14;-14.27;-5.06
5739;1;8.150;6.150;-3.633;0.07;0.03;-0.03;-0.17;0.09;-2.81;-13.26;-4.52
5740;1;8.150;6.050;-3.657;0.07;0.03;-0.03;-0.16;0.11;-2.54;-12.32;-4.00
5741;1;8.250;7.950;-3.224;-2.85;-1.98;-0.35;11.87;-8.71;-43.18;-59.60;18.57
5742;1;8.250;7.850;-3.248;-3.09;-1.32;-0.12;4.22;-8.31;-32.09;-58.69;8.87
5743;1;8.250;7.750;-3.271;-2.41;-0.86;0.01;-0.12;-5.72;-25.19;-51.49;-0.07
5744;1;8.250;7.650;-3.295;-1.68;-0.57;0.00;-1.58;-3.56;-20.72;-44.33;-5.09
5745;1;8.250;7.550;-3.318;-1.12;-0.37;-0.06;-1.86;-2.21;-17.41;-38.64;-7.55
5746;1;8.250;7.450;-3.341;-0.72;-0.23;-0.10;-1.73;-1.41;-14.70;-34.36;-8.61
5747;1;8.250;7.350;-3.365;-0.45;-0.13;-0.12;-1.50;-0.93;-12.45;-31.15;-8.90
5748;1;8.250;7.250;-3.388;-0.28;-0.07;-0.13;-1.24;-0.64;-10.57;-28.66;-8.74
5749;1;8.250;7.150;-3.412;-0.16;-0.02;-0.11;-1.00;-0.46;-9.01;-26.65;-8.35
5750;1;8.250;7.050;-3.435;-0.09;0.00;-0.10;-0.79;-0.33;-7.68;-24.95;-7.85
5751;1;8.250;6.950;-3.459;-0.05;0.02;-0.08;-0.61;-0.25;-6.55;-23.45;-7.33
5752;1;8.250;6.850;-3.482;-0.02;0.03;-0.07;-0.50;-0.18;-5.56;-22.07;-6.79
5753;1;8.250;6.750;-3.505;0.00;0.03;-0.05;-0.39;-0.10;-4.72;-20.74;-6.33
5754;1;8.250;6.650;-3.529;0.01;0.04;-0.05;-0.29;-0.03;-4.03;-19.53;-5.83
5755;1;8.250;6.550;-3.552;0.02;0.04;-0.04;-0.26;0.00;-3.42;-18.32;-5.41
5756;1;8.250;6.450;-3.576;0.03;0.04;-0.04;-0.23;0.04;-2.92;-17.09;-5.02
5757;1;8.250;6.350;-3.599;0.04;0.03;-0.03;-0.20;0.05;-2.56;-15.88;-4.59
5758;1;8.250;6.250;-3.623;0.04;0.03;-0.03;-0.20;0.08;-2.27;-14.73;-4.14
5759;1;8.250;6.150;-3.646;0.05;0.02;-0.02;-0.19;0.10;-2.04;-13.68;-3.68
5760;1;8.250;6.050;-3.670;0.05;0.02;-0.02;-0.18;0.12;-1.86;-12.72;-3.23
5761;1;8.350;7.950;-3.249;-1.84;-1.35;-0.01;8.12;-4.29;-36.97;-49.84;18.82
5762;1;8.350;7.850;-3.272;-1.97;-0.90;0.00;4.30;-4.60;-27.68;-48.56;11.99
5763;1;8.350;7.750;-3.295;-1.69;-0.58;0.02;1.45;-3.62;-20.68;-44.60;5.02
5764;1;8.350;7.650;-3.317;-1.28;-0.36;0.01;-0.05;-2.52;-16.03;-39.88;-0.03
5765;1;8.350;7.550;-3.340;-0.90;-0.22;-0.02;-0.67;-1.68;-12.77;-35.58;-3.09
5766;1;8.350;7.450;-3.363;-0.61;-0.12;-0.05;-0.85;-1.12;-10.36;-32.06;-4.76
5767;1;8.350;7.350;-3.386;-0.40;-0.06;-0.07;-0.83;-0.76;-8.53;-29.27;-5.55
5768;1;8.350;7.250;-3.409;-0.25;-0.02;-0.08;-0.74;-0.52;-7.12;-27.05;-5.82
