Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
4571;1;1.450;9.550;-3.760;-0.04;0.01;-0.03;0.05;-0.16;6.16;5.93;0.10
4572;1;1.450;9.650;-3.775;-0.05;0.00;-0.03;0.05;-0.14;6.32;5.75;0.08
4573;1;1.450;9.750;-3.791;-0.06;-0.01;-0.02;0.06;-0.13;6.44;5.55;0.06
4574;1;1.450;9.850;-3.807;-0.06;-0.02;-0.02;0.07;-0.11;6.51;5.32;0.03
4575;1;1.450;9.950;-3.823;-0.07;-0.02;-0.02;0.08;-0.10;6.54;5.07;-0.02
4576;1;1.550;8.050;-3.545;-0.05;0.04;-0.05;-0.16;0.20;-2.63;-5.98;-4.34
4577;1;1.550;8.150;-3.560;-0.04;0.07;-0.06;-0.19;0.19;-1.45;-3.34;-3.17
4578;1;1.550;8.250;-3.576;-0.02;0.08;-0.06;-0.16;0.05;-0.62;-1.13;-2.30
4579;1;1.550;8.350;-3.591;-0.02;0.09;-0.06;-0.14;-0.05;0.14;0.70;-1.62
4580;1;1.550;8.450;-3.606;-0.01;0.09;-0.06;-0.11;-0.10;0.89;2.18;-1.06
4581;1;1.550;8.550;-3.622;-0.01;0.09;-0.06;-0.09;-0.13;1.62;3.33;-0.62
4582;1;1.550;8.650;-3.637;-0.01;0.08;-0.06;-0.07;-0.15;2.30;4.20;-0.26
4583;1;1.550;8.750;-3.652;-0.01;0.07;-0.05;-0.05;-0.16;2.92;4.84;0.02
4584;1;1.550;8.850;-3.668;-0.01;0.07;-0.05;-0.03;-0.17;3.48;5.28;0.22
4585;1;1.550;8.950;-3.683;-0.01;0.06;-0.04;-0.02;-0.18;3.98;5.58;0.37
4586;1;1.550;9.050;-3.698;-0.01;0.05;-0.04;-0.01;-0.18;4.42;5.76;0.48
4587;1;1.550;9.150;-3.714;-0.01;0.04;-0.04;0.00;-0.18;4.81;5.84;0.54
4588;1;1.550;9.250;-3.729;-0.02;0.03;-0.04;0.01;-0.18;5.15;5.85;0.58
4589;1;1.550;9.350;-3.744;-0.02;0.02;-0.03;0.02;-0.17;5.43;5.81;0.60
4590;1;1.550;9.450;-3.760;-0.03;0.01;-0.03;0.03;-0.15;5.67;5.71;0.59
4591;1;1.550;9.550;-3.775;-0.04;0.00;-0.03;0.04;-0.14;5.85;5.59;0.58
4592;1;1.550;9.650;-3.790;-0.04;-0.01;-0.03;0.05;-0.13;6.00;5.43;0.56
4593;1;1.550;9.750;-3.805;-0.05;-0.02;-0.03;0.05;-0.11;6.10;5.24;0.53
4594;1;1.550;9.850;-3.821;-0.06;-0.02;-0.03;0.06;-0.10;6.17;5.04;0.50
4595;1;1.550;9.950;-3.836;-0.07;-0.03;-0.02;0.07;-0.08;6.19;4.81;0.45
4596;1;1.650;8.050;-3.570;-0.03;0.04;-0.05;-0.08;0.16;-2.46;-6.59;-3.98
4597;1;1.650;8.150;-3.585;-0.03;0.05;-0.06;-0.11;0.11;-1.35;-4.02;-2.81
4598;1;1.650;8.250;-3.599;-0.02;0.07;-0.06;-0.13;0.01;-0.59;-1.88;-1.93
4599;1;1.650;8.350;-3.614;-0.02;0.07;-0.06;-0.11;-0.07;0.15;-0.05;-1.20
4600;1;1.650;8.450;-3.629;-0.02;0.07;-0.06;-0.09;-0.10;0.87;1.46;-0.61
4601;1;1.650;8.550;-3.643;-0.02;0.07;-0.06;-0.07;-0.12;1.55;2.65;-0.14
4602;1;1.650;8.650;-3.658;-0.01;0.06;-0.06;-0.06;-0.14;2.19;3.57;0.23
4603;1;1.650;8.750;-3.673;-0.01;0.06;-0.05;-0.04;-0.15;2.77;4.25;0.51
4604;1;1.650;8.850;-3.687;-0.01;0.05;-0.05;-0.03;-0.17;3.30;4.74;0.71
4605;1;1.650;8.950;-3.702;-0.01;0.04;-0.04;-0.03;-0.18;3.77;5.08;0.86
4606;1;1.650;9.050;-3.717;-0.02;0.03;-0.04;-0.02;-0.18;4.20;5.30;0.96
4607;1;1.650;9.150;-3.731;-0.02;0.02;-0.04;-0.01;-0.17;4.56;5.41;1.02
4608;1;1.650;9.250;-3.746;-0.02;0.01;-0.04;0.00;-0.16;4.87;5.45;1.05
4609;1;1.650;9.350;-3.761;-0.03;0.00;-0.03;0.01;-0.15;5.14;5.43;1.06
4610;1;1.650;9.450;-3.775;-0.03;0.00;-0.03;0.02;-0.14;5.35;5.36;1.05
4611;1;1.650;9.550;-3.790;-0.04;-0.01;-0.03;0.03;-0.13;5.52;5.26;1.03
4612;1;1.650;9.650;-3.805;-0.04;-0.02;-0.03;0.04;-0.11;5.65;5.12;1.00
4613;1;1.650;9.750;-3.820;-0.05;-0.02;-0.03;0.04;-0.10;5.74;4.96;0.97
4614;1;1.650;9.850;-3.834;-0.06;-0.03;-0.03;0.05;-0.08;5.80;4.78;0.93
4615;1;1.650;9.950;-3.849;-0.06;-0.03;-0.03;0.06;-0.07;5.81;4.56;0.88
4616;1;1.750;8.050;-3.595;-0.02;0.04;-0.06;-0.03;0.10;-2.32;-7.05;-3.62
4617;1;1.750;8.150;-3.609;-0.02;0.05;-0.06;-0.03;0.04;-1.32;-4.57;-2.46
4618;1;1.750;8.250;-3.623;-0.02;0.06;-0.06;-0.06;-0.01;-0.59;-2.48;-1.57
4619;1;1.750;8.350;-3.637;-0.02;0.06;-0.07;-0.07;-0.07;0.11;-0.67;-0.81
4620;1;1.750;8.450;-3.651;-0.02;0.06;-0.06;-0.06;-0.09;0.80;0.84;-0.19
4621;1;1.750;8.550;-3.665;-0.02;0.06;-0.06;-0.05;-0.11;1.44;2.06;0.30
4622;1;1.750;8.650;-3.679;-0.02;0.05;-0.06;-0.04;-0.14;2.04;3.01;0.68
4623;1;1.750;8.750;-3.693;-0.02;0.04;-0.05;-0.04;-0.16;2.60;3.73;0.96
4624;1;1.750;8.850;-3.707;-0.02;0.04;-0.05;-0.03;-0.17;3.10;4.25;1.17
4625;1;1.750;8.950;-3.721;-0.02;0.03;-0.05;-0.03;-0.17;3.55;4.62;1.31
4626;1;1.750;9.050;-3.735;-0.02;0.02;-0.04;-0.02;-0.17;3.94;4.86;1.41
4627;1;1.750;9.150;-3.749;-0.02;0.01;-0.04;-0.01;-0.16;4.28;5.01;1.46
4628;1;1.750;9.250;-3.763;-0.02;0.00;-0.04;0.00;-0.15;4.57;5.07;1.48
4629;1;1.750;9.350;-3.777;-0.03;-0.01;-0.04;0.00;-0.14;4.81;5.08;1.48
4630;1;1.750;9.450;-3.791;-0.03;-0.01;-0.03;0.01;-0.13;5.01;5.04;1.46
4631;1;1.750;9.550;-3.805;-0.04;-0.02;-0.03;0.02;-0.11;5.17;4.96;1.44
4632;1;1.750;9.650;-3.820;-0.04;-0.03;-0.03;0.03;-0.10;5.29;4.85;1.41
4633;1;1.750;9.750;-3.834;-0.05;-0.03;-0.03;0.03;-0.08;5.37;4.71;1.37
4634;1;1.750;9.850;-3.848;-0.05;-0.03;-0.03;0.04;-0.07;5.42;4.54;1.32
4635;1;1.750;9.950;-3.862;-0.06;-0.04;-0.03;0.05;-0.05;5.43;4.35;1.27
4636;1;1.850;8.050;-3.619;-0.01;0.04;-0.06;0.03;0.05;-2.28;-7.41;-3.24
4637;1;1.850;8.150;-3.633;-0.02;0.05;-0.06;0.03;0.01;-1.36;-5.03;-2.11
4638;1;1.850;8.250;-3.646;-0.02;0.05;-0.07;0.00;-0.03;-0.66;-2.95;-1.20
4639;1;1.850;8.350;-3.660;-0.02;0.05;-0.07;-0.02;-0.07;0.02;-1.18;-0.43
4640;1;1.850;8.450;-3.673;-0.02;0.05;-0.06;-0.02;-0.09;0.68;0.33;0.21
4641;1;1.850;8.550;-3.686;-0.02;0.04;-0.06;-0.03;-0.12;1.29;1.55;0.72
4642;1;1.850;8.650;-3.700;-0.02;0.04;-0.06;-0.03;-0.14;1.86;2.51;1.10
4643;1;1.850;8.750;-3.713;-0.02;0.03;-0.05;-0.03;-0.16;2.39;3.25;1.39
4644;1;1.850;8.850;-3.727;-0.02;0.02;-0.05;-0.03;-0.16;2.87;3.80;1.60
4645;1;1.850;8.950;-3.740;-0.02;0.01;-0.05;-0.02;-0.16;3.29;4.20;1.74
4646;1;1.850;9.050;-3.754;-0.02;0.00;-0.04;-0.02;-0.16;3.67;4.47;1.82
4647;1;1.850;9.150;-3.767;-0.03;0.00;-0.04;-0.02;-0.15;3.99;4.64;1.86
4648;1;1.850;9.250;-3.780;-0.03;-0.01;-0.04;-0.01;-0.14;4.26;4.73;1.87
4649;1;1.850;9.350;-3.794;-0.03;-0.02;-0.04;0.00;-0.13;4.48;4.76;1.86
4650;1;1.850;9.450;-3.807;-0.03;-0.02;-0.03;0.00;-0.11;4.66;4.74;1.84
4651;1;1.850;9.550;-3.821;-0.04;-0.03;-0.03;0.01;-0.10;4.81;4.69;1.80
4652;1;1.850;9.650;-3.834;-0.04;-0.03;-0.03;0.02;-0.08;4.92;4.60;1.76
4653;1;1.850;9.750;-3.848;-0.05;-0.04;-0.03;0.02;-0.07;4.99;4.48;1.72
4654;1;1.850;9.850;-3.861;-0.05;-0.04;-0.03;0.03;-0.05;5.03;4.34;1.66
4655;1;1.850;9.950;-3.875;-0.06;-0.04;-0.03;0.04;-0.04;5.04;4.17;1.61
4656;1;1.950;8.050;-3.644;0.00;0.04;-0.06;0.10;0.01;-2.34;-7.71;-2.83
4657;1;1.950;8.150;-3.657;-0.01;0.04;-0.07;0.08;-0.01;-1.47;-5.40;-1.74
4658;1;1.950;8.250;-3.670;-0.02;0.04;-0.07;0.05;-0.05;-0.79;-3.35;-0.82
4659;1;1.950;8.350;-3.682;-0.02;0.04;-0.07;0.02;-0.07;-0.13;-1.59;-0.04
4660;1;1.950;8.450;-3.695;-0.03;0.04;-0.06;0.01;-0.10;0.50;-0.10;0.61
4661;1;1.950;8.550;-3.708;-0.03;0.03;-0.06;-0.01;-0.13;1.10;1.12;1.12
4662;1;1.950;8.650;-3.721;-0.03;0.02;-0.06;-0.01;-0.15;1.65;2.08;1.51
4663;1;1.950;8.750;-3.734;-0.03;0.02;-0.05;-0.02;-0.16;2.16;2.84;1.79
4664;1;1.950;8.850;-3.746;-0.03;0.01;-0.05;-0.02;-0.16;2.62;3.40;2.00
4665;1;1.950;8.950;-3.759;-0.03;0.00;-0.05;-0.02;-0.16;3.02;3.82;2.13
4666;1;1.950;9.050;-3.772;-0.03;-0.01;-0.04;-0.02;-0.15;3.38;4.11;2.20
4667;1;1.950;9.150;-3.785;-0.03;-0.02;-0.04;-0.02;-0.14;3.68;4.30;2.23
4668;1;1.950;9.250;-3.798;-0.03;-0.02;-0.04;-0.02;-0.13;3.94;4.42;2.23
4669;1;1.950;9.350;-3.810;-0.03;-0.03;-0.04;-0.01;-0.12;4.15;4.47;2.20
4670;1;1.950;9.450;-3.823;-0.03;-0.03;-0.04;-0.01;-0.10;4.32;4.48;2.16
4671;1;1.950;9.550;-3.836;-0.04;-0.04;-0.03;0.00;-0.09;4.45;4.45;2.12
4672;1;1.950;9.650;-3.849;-0.04;-0.04;-0.03;0.01;-0.07;4.55;4.38;2.06
4673;1;1.950;9.750;-3.862;-0.04;-0.04;-0.03;0.01;-0.06;4.62;4.29;2.01
4674;1;1.950;9.850;-3.875;-0.05;-0.04;-0.03;0.02;-0.04;4.65;4.17;1.95
4675;1;1.950;9.950;-3.887;-0.05;-0.04;-0.03;0.03;-0.03;4.66;4.02;1.89
4676;1;0.200;10.200;-3.723;-0.14;0.06;0.07;-0.11;-0.13;5.82;0.20;-4.15
4677;1;0.200;10.600;-3.818;-0.13;0.03;0.06;-0.27;-0.09;5.68;-1.07;-5.74
4678;1;0.200;11.000;-3.912;-0.10;0.02;0.06;-0.39;-0.04;3.35;-1.44;-7.24
4679;1;0.200;11.400;-4.008;-0.06;0.02;0.05;-0.43;-0.01;-1.93;-0.94;-7.55
4680;1;0.200;11.800;-4.102;-0.03;0.01;0.05;-0.36;0.00;-10.04;-0.11;-4.45
4681;1;0.600;10.200;-3.767;-0.15;0.02;0.03;0.03;-0.17;7.49;4.54;-4.15
4682;1;0.600;10.600;-3.852;-0.17;-0.01;0.04;-0.06;-0.10;6.58;2.75;-5.12
4683;1;0.600;11.000;-3.938;-0.18;-0.02;0.04;-0.12;-0.03;3.26;1.26;-6.17
4684;1;0.600;11.400;-4.023;-0.16;-0.01;0.04;-0.15;0.04;-3.57;0.38;-6.35
4685;1;0.600;11.800;-4.108;-0.14;0.00;0.06;-0.15;0.05;-15.11;0.06;-3.56
4686;1;1.000;10.200;-3.813;-0.13;-0.01;0.00;0.08;-0.13;7.54;5.21;-2.50
4687;1;1.000;10.600;-3.888;-0.16;-0.03;0.01;0.06;-0.06;6.23;3.53;-3.18
4688;1;1.000;11.000;-3.963;-0.18;-0.03;0.02;0.03;0.00;2.42;1.87;-4.13
4689;1;1.000;11.400;-4.037;-0.18;-0.02;0.03;0.01;0.05;-5.33;0.65;-4.52
4690;1;1.000;11.800;-4.113;-0.17;0.00;0.05;0.00;0.05;-18.54;0.08;-2.55
4691;1;1.400;10.200;-3.858;-0.10;-0.03;-0.02;0.09;-0.07;6.54;4.46;-0.43
4692;1;1.400;10.600;-3.922;-0.13;-0.04;-0.01;0.09;-0.01;5.16;2.99;-1.10
4693;1;1.400;11.000;-3.987;-0.16;-0.03;0.01;0.09;0.03;1.28;1.44;-2.23
4694;1;1.400;11.400;-4.052;-0.16;-0.01;0.02;0.08;0.05;-6.74;0.37;-3.06
4695;1;1.400;11.800;-4.117;-0.16;0.00;0.04;0.06;0.04;-20.25;0.02;-1.91
4696;1;1.800;10.200;-3.902;-0.07;-0.04;-0.03;0.06;-0.01;5.06;3.67;1.25
4697;1;1.800;10.600;-3.957;-0.10;-0.03;-0.02;0.08;0.03;3.83;2.34;0.50
4698;1;1.800;11.000;-4.012;-0.12;-0.01;0.00;0.09;0.04;0.22;0.84;-0.94
4699;1;1.800;11.400;-4.068;-0.13;0.00;0.02;0.09;0.04;-7.60;-0.08;-2.34
4700;1;1.800;11.800;-4.122;-0.12;0.00;0.04;0.08;0.02;-20.72;-0.08;-1.74
4701;1;2.200;8.200;-3.723;0.00;0.03;-0.07;0.16;-0.09;-1.70;-4.97;-0.20
4702;1;2.200;8.600;-3.767;-0.03;0.00;-0.06;0.03;-0.15;0.76;0.82;2.30
4703;1;2.200;9.000;-3.813;-0.04;-0.04;-0.04;-0.02;-0.14;2.51;3.21;2.99
4704;1;2.200;9.400;-3.858;-0.04;-0.05;-0.04;-0.03;-0.08;3.44;3.91;2.82
4705;1;2.200;9.800;-3.902;-0.04;-0.05;-0.04;-0.01;-0.02;3.76;3.91;2.48
4706;1;2.200;10.200;-3.948;-0.06;-0.04;-0.03;0.02;0.03;3.59;3.40;2.12
4707;1;2.200;10.600;-3.993;-0.08;-0.02;-0.03;0.06;0.05;2.59;2.19;1.34
4708;1;2.200;11.000;-4.037;-0.09;0.00;-0.01;0.08;0.05;-0.53;0.53;-0.32
4709;1;2.200;11.400;-4.082;-0.10;0.01;0.01;0.08;0.04;-7.85;-0.48;-2.29
4710;1;2.200;11.800;-4.128;-0.09;0.01;0.03;0.08;0.01;-20.52;-0.19;-2.00
4711;1;2.600;8.200;-3.818;0.01;-0.01;-0.07;0.23;-0.20;-2.67;-5.18;1.72
4712;1;2.600;8.600;-3.852;-0.04;-0.06;-0.05;0.07;-0.16;0.05;0.08;3.80
4713;1;2.600;9.000;-3.888;-0.05;-0.08;-0.04;-0.02;-0.10;1.84;2.27;3.94
4714;1;2.600;9.400;-3.922;-0.05;-0.08;-0.04;-0.05;-0.03;2.68;3.15;3.27
4715;1;2.600;9.800;-3.957;-0.04;-0.06;-0.04;-0.05;0.03;2.82;3.58;2.56
4716;1;2.600;10.200;-3.993;-0.04;-0.03;-0.04;-0.01;0.07;2.48;3.56;2.06
4717;1;2.600;10.600;-4.028;-0.06;0.00;-0.04;0.03;0.07;1.57;2.58;1.40
4718;1;2.600;11.000;-4.063;-0.07;0.02;-0.02;0.06;0.06;-0.97;0.62;-0.23
4719;1;2.600;11.400;-4.097;-0.07;0.03;0.01;0.07;0.03;-7.55;-0.85;-2.67
4720;1;2.600;11.800;-4.133;-0.06;0.01;0.03;0.06;0.00;-20.01;-0.34;-2.58
4721;1;3.000;8.200;-3.912;0.00;-0.08;-0.05;0.18;-0.23;-1.93;-4.23;3.60
4722;1;3.000;8.600;-3.938;-0.05;-0.11;-0.04;0.06;-0.11;0.69;-0.04;5.05
4723;1;3.000;9.000;-3.963;-0.05;-0.11;-0.03;-0.03;-0.02;2.10;1.58;4.52
4724;1;3.000;9.400;-3.987;-0.04;-0.10;-0.04;-0.07;0.04;2.56;2.39;3.31
4725;1;3.000;9.800;-4.012;-0.03;-0.06;-0.05;-0.07;0.08;2.38;3.08;2.15
4726;1;3.000;10.200;-4.037;-0.03;-0.02;-0.05;-0.04;0.09;1.72;3.58;1.36
4727;1;3.000;10.600;-4.063;-0.04;0.02;-0.05;0.01;0.08;0.70;3.11;0.81
4728;1;3.000;11.000;-4.088;-0.06;0.04;-0.02;0.04;0.05;-1.20;0.91;-0.46
4729;1;3.000;11.400;-4.113;-0.06;0.04;0.01;0.05;0.01;-6.63;-1.48;-3.26
4730;1;3.000;11.800;-4.137;-0.04;0.02;0.04;0.04;0.00;-19.22;-0.67;-3.58
4731;1;3.400;8.200;-4.008;-0.03;-0.11;-0.04;0.04;-0.07;2.70;-1.94;4.54
4732;1;3.400;8.600;-4.023;-0.04;-0.12;-0.03;0.02;0.06;3.22;0.47;5.27
4733;1;3.400;9.000;-4.037;-0.04;-0.11;-0.03;-0.03;0.12;2.75;1.29;4.40
4734;1;3.400;9.400;-4.052;-0.03;-0.08;-0.04;-0.07;0.13;2.01;1.73;3.10
4735;1;3.400;9.800;-4.068;-0.01;-0.05;-0.05;-0.07;0.13;1.25;2.23;1.79
4736;1;3.400;10.200;-4.082;0.00;-0.01;-0.07;-0.05;0.11;0.46;2.89;0.68
4737;1;3.400;10.600;-4.097;-0.01;0.03;-0.07;0.00;0.07;-0.39;3.00;-0.01
4738;1;3.400;11.000;-4.113;-0.04;0.06;-0.05;0.04;0.02;-1.40;0.92;-0.81
4739;1;3.400;11.400;-4.128;-0.06;0.05;0.00;0.02;-0.02;-4.68;-3.02;-3.72
4740;1;3.400;11.800;-4.142;-0.03;0.02;0.03;0.00;0.01;-17.58;-1.86;-5.64
4741;1;3.800;8.200;-4.102;-0.04;-0.06;-0.03;-0.06;0.23;11.90;0.63;2.63
4742;1;3.800;8.600;-4.108;-0.03;-0.06;-0.02;-0.03;0.26;6.77;1.25;2.69
4743;1;3.800;9.000;-4.113;-0.01;-0.05;-0.03;-0.04;0.26;2.12;1.52;2.23
4744;1;3.800;9.400;-4.117;0.01;-0.04;-0.04;-0.05;0.22;-1.24;1.58;1.72
4745;1;3.800;9.800;-4.122;0.03;-0.02;-0.05;-0.05;0.18;-3.22;1.60;1.15
4746;1;3.800;10.200;-4.128;0.04;-0.01;-0.07;-0.03;0.13;-3.82;1.81;0.47
4747;1;3.800;10.600;-4.133;0.03;0.01;-0.08;0.03;0.08;-3.22;1.98;-0.16
4748;1;3.800;11.000;-4.137;-0.01;0.03;-0.08;0.09;-0.02;-1.89;0.27;-0.54
4749;1;3.800;11.400;-4.142;-0.07;0.04;-0.04;0.03;-0.10;-0.94;-6.07;-2.24
4750;1;3.800;11.800;-4.148;-0.04;0.02;0.02;-0.09;0.00;-9.55;-8.61;-9.90
4751;1;-0.050;7.950;-3.175;-0.80;8.90;-1.36;2.36;14.76;14.00;0.50;4.87
4752;1;-0.050;7.850;-3.200;1.07;3.60;-1.75;-3.63;13.17;-0.10;17.51;-0.38
4753;1;-0.050;7.750;-3.224;0.79;2.17;-0.82;-0.69;5.83;2.31;16.52;-0.98
4754;1;-0.050;7.650;-3.249;0.51;1.55;-0.49;0.36;2.08;3.88;15.52;-1.38
4755;1;-0.050;7.550;-3.274;0.31;1.15;-0.37;0.40;0.42;5.02;14.41;-1.87
4756;1;-0.050;7.450;-3.298;0.17;0.87;-0.31;0.17;-0.33;6.00;13.10;-2.38
4757;1;-0.050;7.350;-3.323;0.07;0.68;-0.27;-0.05;-0.61;6.81;11.68;-2.86
4758;1;-0.050;7.250;-3.348;0.00;0.53;-0.23;-0.23;-0.65;7.42;10.23;-3.27
4759;1;-0.050;7.150;-3.372;-0.04;0.41;-0.19;-0.37;-0.57;7.83;8.80;-3.57
4760;1;-0.050;7.050;-3.397;-0.06;0.32;-0.15;-0.47;-0.44;8.01;7.39;-3.76
4761;1;-0.050;6.950;-3.422;-0.07;0.24;-0.12;-0.54;-0.29;7.98;6.02;-3.83
4762;1;-0.050;6.850;-3.446;-0.08;0.17;-0.09;-0.56;-0.14;7.75;4.67;-3.77
4763;1;-0.050;6.750;-3.471;-0.08;0.12;-0.07;-0.56;0.01;7.33;3.34;-3.58
4764;1;-0.050;6.650;-3.496;-0.07;0.07;-0.06;-0.51;0.17;6.72;2.03;-3.29
4765;1;-0.050;6.550;-3.520;-0.07;0.04;-0.05;-0.39;0.27;6.06;0.73;-2.94
4766;1;-0.050;6.450;-3.545;-0.07;0.01;-0.05;-0.33;0.32;5.32;-0.60;-2.49
4767;1;-0.050;6.350;-3.570;-0.07;-0.01;-0.05;-0.29;0.40;4.48;-1.99;-1.93
4768;1;-0.050;6.250;-3.595;-0.08;-0.03;-0.06;-0.26;0.48;3.58;-3.48;-1.21
4769;1;-0.050;6.150;-3.619;-0.09;-0.06;-0.06;-0.25;0.54;2.62;-5.10;-0.36
4770;1;-0.050;6.050;-3.644;-0.11;-0.09;-0.07;-0.27;0.61;1.63;-6.88;0.68
4771;1;-0.150;7.950;-3.200;-0.83;1.38;-0.11;4.37;-5.54;2.56;0.76;1.05
4772;1;-0.150;7.850;-3.224;-0.28;2.33;-0.39;5.89;5.41;1.43;9.16;3.14
4773;1;-0.150;7.750;-3.248;0.01;1.87;-0.42;2.20;5.42;2.09;12.03;2.51
4774;1;-0.150;7.650;-3.272;0.12;1.38;-0.31;0.19;3.61;3.41;12.33;1.83
4775;1;-0.150;7.550;-3.296;0.10;1.07;-0.24;-0.74;2.35;4.50;11.84;1.16
4776;1;-0.150;7.450;-3.320;0.06;0.83;-0.20;-1.20;1.56;5.39;10.92;0.49
4777;1;-0.150;7.350;-3.344;0.02;0.65;-0.17;-1.37;1.08;6.05;9.78;-0.10
4778;1;-0.150;7.250;-3.368;0.00;0.51;-0.14;-1.36;0.78;6.49;8.54;-0.61
4779;1;-0.150;7.150;-3.392;-0.02;0.39;-0.11;-1.27;0.58;6.71;7.28;-1.00
4780;1;-0.150;7.050;-3.416;-0.03;0.30;-0.09;-1.11;0.43;6.72;6.04;-1.29
4781;1;-0.150;6.950;-3.440;-0.04;0.22;-0.07;-0.94;0.32;6.53;4.84;-1.47
4782;1;-0.150;6.850;-3.464;-0.04;0.15;-0.05;-0.75;0.25;6.18;3.70;-1.54
4783;1;-0.150;6.750;-3.488;-0.04;0.11;-0.04;-0.61;0.18;5.67;2.61;-1.51
4784;1;-0.150;6.650;-3.512;-0.04;0.06;-0.04;-0.45;0.21;5.07;1.54;-1.39
4785;1;-0.150;6.550;-3.536;-0.04;0.03;-0.04;-0.34;0.25;4.40;0.49;-1.16
4786;1;-0.150;6.450;-3.560;-0.05;0.00;-0.04;-0.30;0.24;3.54;-0.52;-0.81
4787;1;-0.150;6.350;-3.585;-0.05;-0.02;-0.04;-0.22;0.23;2.60;-1.57;-0.34
4788;1;-0.150;6.250;-3.609;-0.06;-0.05;-0.05;-0.19;0.23;1.59;-2.65;0.29
4789;1;-0.150;6.150;-3.633;-0.07;-0.07;-0.06;-0.21;0.27;0.50;-3.79;1.09
4790;1;-0.150;6.050;-3.657;-0.09;-0.10;-0.07;-0.25;0.32;-0.61;-5.03;2.05
4791;1;-0.250;7.950;-3.224;-0.80;0.70;-0.19;0.01;-7.39;-0.55;1.09;0.85
4792;1;-0.250;7.850;-3.248;-0.66;1.39;-0.24;4.28;0.92;1.44;5.59;3.75
4793;1;-0.250;7.750;-3.271;-0.27;1.32;-0.25;2.72;2.85;2.49;8.34;4.09
4794;1;-0.250;7.650;-3.295;-0.02;1.09;-0.21;0.85;2.59;3.44;9.35;3.69
4795;1;-0.250;7.550;-3.318;0.07;0.86;-0.17;-0.27;1.92;4.29;9.35;3.09
4796;1;-0.250;7.450;-3.341;0.09;0.68;-0.13;-0.80;1.36;4.94;8.80;2.44
4797;1;-0.250;7.350;-3.365;0.08;0.53;-0.11;-0.98;0.95;5.39;7.96;1.82
4798;1;-0.250;7.250;-3.388;0.06;0.41;-0.08;-0.97;0.66;5.63;6.98;1.26
4799;1;-0.250;7.150;-3.412;0.04;0.32;-0.06;-0.87;0.47;5.68;5.95;0.80
4800;1;-0.250;7.050;-3.435;0.03;0.24;-0.05;-0.74;0.34;5.55;4.91;0.43
4801;1;-0.250;6.950;-3.459;0.02;0.17;-0.04;-0.61;0.27;5.27;3.90;0.15
4802;1;-0.250;6.850;-3.482;0.01;0.12;-0.03;-0.51;0.22;4.83;2.95;-0.03
4803;1;-0.250;6.750;-3.505;0.00;0.08;-0.02;-0.40;0.20;4.26;2.05;-0.11
4804;1;-0.250;6.650;-3.529;-0.01;0.04;-0.02;-0.30;0.21;3.63;1.19;-0.11
4805;1;-0.250;6.550;-3.552;-0.01;0.01;-0.03;-0.26;0.22;2.86;0.39;0.02
4806;1;-0.250;6.450;-3.576;-0.02;-0.02;-0.03;-0.23;0.21;1.91;-0.37;0.25
4807;1;-0.250;6.350;-3.599;-0.02;-0.04;-0.04;-0.19;0.21;0.86;-1.13;0.63
4808;1;-0.250;6.250;-3.623;-0.03;-0.07;-0.04;-0.21;0.22;-0.28;-1.85;1.17
4809;1;-0.250;6.150;-3.646;-0.04;-0.09;-0.05;-0.24;0.23;-1.48;-2.59;1.87
4810;1;-0.250;6.050;-3.670;-0.06;-0.12;-0.06;-0.28;0.27;-2.64;-3.37;2.73
4811;1;-0.350;7.950;-3.249;-0.79;0.59;-0.16;-2.44;-6.20;-0.78;1.34;1.13
4812;1;-0.350;7.850;-3.272;-0.72;1.01;-0.19;2.13;-0.27;1.37;4.21;3.81
4813;1;-0.350;7.750;-3.295;-0.35;1.00;-0.16;2.10;1.40;2.73;6.33;4.72
4814;1;-0.350;7.650;-3.317;-0.08;0.84;-0.13;1.02;1.52;3.63;7.35;4.72
4815;1;-0.350;7.550;-3.340;0.05;0.68;-0.10;0.17;1.24;4.27;7.55;4.31
4816;1;-0.350;7.450;-3.363;0.10;0.54;-0.07;-0.29;0.91;4.70;7.23;3.74
4817;1;-0.350;7.350;-3.386;0.10;0.43;-0.05;-0.48;0.65;4.94;6.62;3.15
4818;1;-0.350;7.250;-3.409;0.09;0.34;-0.04;-0.52;0.46;5.00;5.84;2.58
4819;1;-0.350;7.150;-3.431;0.07;0.26;-0.03;-0.49;0.33;4.91;4.99;2.08
4820;1;-0.350;7.050;-3.454;0.06;0.20;-0.02;-0.43;0.26;4.67;4.12;1.64
4821;1;-0.350;6.950;-3.477;0.04;0.14;-0.01;-0.37;0.22;4.29;3.28;1.28
4822;1;-0.350;6.850;-3.500;0.03;0.09;-0.01;-0.31;0.20;3.79;2.48;1.01
4823;1;-0.350;6.750;-3.523;0.02;0.06;-0.01;-0.25;0.21;3.20;1.74;0.82
4824;1;-0.350;6.650;-3.545;0.02;0.02;-0.01;-0.22;0.21;2.47;1.07;0.73
4825;1;-0.350;6.550;-3.568;0.01;-0.01;-0.01;-0.21;0.20;1.57;0.46;0.75
4826;1;-0.350;6.450;-3.591;0.01;-0.03;-0.02;-0.20;0.18;0.52;-0.10;0.89
